llave_estudiante,nombre_estudiante,apellido_paterno,apellido_materno,genero,edad,llave_generacion
1826,JESUS DAVID,LUCAS,CORCUERA,H,21,10
1827,MARIO HUGO,UCHINO,,H,17,7
1828,NORMA DOLORES,ROSQUERO,LEYJA,M,20,7
1829,CHRISTIAN ANTONIO,AMPARO,TEQUIDA,H,20,3
1830,MA. GRISELDA,CARRE,DE LA PA,M,22,11
1831,FERNANDO DANIEL,TEC,,H,25,8
1832,J INOCENTE,PINA,CAHUANTZI,H,18,8
1833,ALVARO,RICARDO,SIAS,H,24,9
1834,ARTURO GUILLERMO,DEL OLMO,,H,22,10
1835,SIDONIO,ANTERO,,H,21,3
1836,ERIKA VIRIDIANA,ALMEDA,,M,19,6
1837,MAYRA LEONOR,SONORA,,M,20,7
1838,RICARDO GUADALUPE,FAVELA,CUJ,H,21,6
1839,JESUS ANGEL,EULOGIO,,H,21,8
1840,BLANCA HORTENSIA,MANCINAS,PAIZ,M,21,3
1841,AUGUSTO CESAR,SARRELANGUE,,H,17,8
1842,BASILIO,ALCALDE,,H,23,1
1843,NASARIO,PLACIDO,CASTAEDA,H,18,7
1844,MARTINA DEL SOCORRO,HARO,CLIMACO,M,17,5
1845,EMELIO,SING,ZALDIVAR,H,23,10
1846,FEDERICO,VELDUCEA,TERREROS,H,19,8
1847,MARIO ISRAEL,CABADA,BARCELOS,H,21,8
1848,KARINA EDITH,OREZA,ALE,M,20,4
1849,LAURA VIRGINIA,OLIVER,IGNACIO,M,23,2
1850,RAUSEL,HORTIALES,COOL,H,20,1
1851,ZOBEIDA,AROS,LEYTO,M,20,6
1852,SENOBIA,TERRON,,M,19,11
1853,LETICIA MARIA,RAFAELA,,M,19,1
1854,MARCOS RENE,LEZAMA,TURRUBIATE,H,18,2
1855,JAVIER,MINJAREZ,CHIGO,M,22,9
1856,MARIO ARTURO,LABRADA,ALCANTARA,H,20,2
1857,ROGER ENRIQUE,NUEZ,,H,22,6
1858,EPIGMENIO,PALENCIA,CAAVERAL,H,23,8
1859,MA. ELIA,FERRIO,ZAMARRIPA,M,16,10
1860,EDGAR JOSUE,SANDATE,,H,21,7
1861,ROSA CECILIA,RASGADO,TEMPLOS,M,16,10
1862,TARCICIO,PEUURI,ESGUERRA,H,22,3
1863,ELDER,PIRIN,BALBUENA,H,20,2
1864,ADRIANA CAROLINA,CARRADA,CESEA,M,17,3
1865,LUCAS,RODRIGO,VILLAURRUTIA,H,19,11
1866,MA ANITA,HUETO,AGUILLARES,M,19,10
1867,BLANCA ESTHELA,ROCHE,BERNARDO,M,20,6
1868,EVA JUDITH,Y LEON,CEBRERO,M,22,11
1869,DIEGO ARMANDO,ROQUEI,NARIO,H,21,6
1870,JUAN HORACIO,MIGONI,LARRAZOLO,H,20,7
1871,FROILAN,UBANDO,CHIA,H,19,3
1872,ALMA DINORAH,FRUTIS,G,M,21,5
1873,JOSE FLORENTINO,QUESADA,CUMPLIDO,H,21,7
1874,EZEQUIAS,CASALES,ARRIETA,H,22,10
1875,ANA LILA,BRANDI,,M,20,4
1876,BRISEIDA,DEGANTE,ANGUS,M,20,10
1877,GUSTAVO ALFREDO,CORREA,CARTUJANO,H,19,8
1878,ALFONSO OCTAVIO,GINES,SOLER,H,20,8
1879,EDGAR GABRIEL,GUENDULAY,BRENA,H,22,8
1880,MARISELA GUADALUPE,VILLAZANA,BERISTAIN,M,21,8
1881,OMAR JAVIER,UH,SANJUANERO,H,18,4
1882,ALDO JOSE,CORREU,BRACAMONTE,H,18,3
1883,EDUARDO GUADALUPE,ALCIVAR,LATOURNERIE,H,18,9
1884,SILVIA VIRIDIANA,BORBONIO,CARPIO,M,25,2
1885,MA RAMONA,ELORZA,,M,19,8
1886,DAVID SALVADOR,CAHUA,CERROBLANCO,H,20,7
1887,BEATRIZ ALEJANDRA,LARRAGA,CABRIELES,M,22,6
1888,DIEGO ALBERTO,LLACA,ABUNDIS,H,22,6
1889,KARLA VERONICA,MOISEN,,M,21,11
1890,PATRICIA DEL C,QUIONES,CONSTANTINO,M,21,7
1891,EUSTORGIA,VAZQUEZ,BRISENO,M,17,8
1892,SEBERINO,MAYBOCA,,H,22,11
1893,MARIA BIBIANA,MONCADA,ORTUO,M,18,3
1894,JULIO IGNACIO,DELOYA,GORGONIO,H,17,10
1895,CESAR RICARDO,YAEZ,MONTANTE,H,20,3
1896,FREDDI,VILLASEOR,,H,22,10
1897,HERMAN,MOLINOS,ESPARZA,H,21,10
1898,MARTHA A,CAMPORREDONDO,GASGA,M,18,5
1899,ANALIA,COYAC,DE LA LLAVE,M,21,4
1900,CARLOS ESTEBAN,DEL TORO,AMADOR,H,22,2
1901,BERTA LETICIA,CRISTINA,VILLAFAA,M,23,11
1902,VIOLA,AVENDANO,,M,22,11
1903,IRMA MIREYA,FORTIZ,URTIZ,M,21,2
1904,CIRILO,FERRETIZ,CARRALES,H,18,4
1905,JOSE MARCELO,SAGUILAN,CIRIO,H,18,5
1906,PEDRO JORGE,AARON,LINAN,H,20,8
1907,YOLANDA CAROLINA,JARAMILLO,,M,19,10
1908,ULISES,BRAVO,JOSEFA,H,21,7
1909,SIGIFREDO,ABONZA,YEDRA,H,19,5
1910,JESUS RODRIGO,ZAYAGO,LOMA,H,19,10
1911,LILIANA CONCEPCION,YUCA,BEDOYA,M,23,3
1912,JESUS ANSELMO,BONIFANT,MATU,H,21,8
1913,LAURA DEL ROCIO,GALLO,RIVADENEYRA,M,21,3
1914,MARTIN ARIEL,YEPEZ,,H,20,4
1915,DAVID IGNACIO,AHUACTZIN,,H,20,4
1916,EUFEMIO,ALBINO,TOGA,H,19,5
1917,RUBEN ANTONIO,GAVIO,COBIX,H,24,4
1918,ALDO IVAN,CAMBAMBIA,SALTIJERAL,H,20,9
1919,JOSUE ISRAEL,CAMERAS,IRACHETA,H,21,5
1920,NORMA YADIRA,ZITLALPOPOCATL,,M,20,2
1921,CESAR NOE,NANDI,ARENAS,H,19,1
1922,RUDI,MALERVA,SALANUEVA,H,21,7
1923,ROSARIO ANGELICA,GERTRUDIS,GAVIA,M,18,10
1924,ARLEN,PAMPLONA,TECOCOATZI,M,19,1
1925,J EDUARDO,MARTOS,URBIOLA,H,19,6
1926,BLANCA ELIDA,GANTES,FRUCTUOSO,M,20,4
1927,J ISABEL,BLANCAS,,H,22,7
1928,MARIA ANASTACIA,KURI,,M,12,4
1929,RENE ALBERTO,BOLOM,,H,16,9
1930,SUSUKI,ZAMACONA,CHIMAL,M,22,8
1931,FELIPE ANTONIO,MOTTE,ESTEVES,H,17,3
1932,MAYRA SELENE,BETANCE,,M,19,4
1933,ANA ENRIQUETA,TENIENTE,NORBERTO,M,22,1
1934,KARINA YAZMIN,IBARES,CANETT,M,21,6
1935,EDGAR LEONEL,AGUILLON,PIEDAD,H,20,1
1936,BELEN GUADALUPE,CASTELAR,,M,23,7
1937,RICARDO ANDRES,ATONDO,ZUAZUA,H,14,2
1938,IGNACIO MARTIN,RETES,HUMARAN,H,20,11
1939,JOSE SOTERO,FENTANES,CHAIREZ,H,21,4
1940,SANTIAGO,TULE,,M,16,4
1941,DIANA IVONNE,UBARIO,SANTOY,M,24,8
1942,NORA ELDA,Y CAMPOS,CRISTALES,M,21,10
1943,KATIA GUADALUPE,LINARTE,TICO,M,20,11
1944,GERVASIO,BETANCURT,,H,20,6
1945,GLADYS PATRICIA,CASTANO,ALADRO,M,21,4
1946,LEIDY,TLATILPA,MARTINEZ,M,21,6
1947,MARTIN GONZALO,MARIONI,PUCH,H,22,1
1948,MARGARIT,MARTINA,VILLAFAE,H,19,3
1949,BEATRIZ CONCEPCION,CABRERA,,M,20,1
1950,HARVEY,CHIRINO,TECOCOATZI,H,21,4
1951,ALFREDO GUADALUPE,VIZARRETEA,ALAMIRRA,H,23,7
1952,DIANA CONSUELO,ALAFITA,LAURRABAQUIO,M,19,2
1953,XOCHITL YADIRA,MOJICA,ALTAMIRA,M,21,10
1954,ROBERTO IVAN,CEDEO,,H,20,3
1955,LAZARA,OLAIZ,LUVIANO,M,20,11
1956,OSCAR HUMBERTO,ZARUR,TABAREZ,H,19,7
1957,SECUNDINO,ALCORCHA,CIH,H,19,5
1958,EMMANUEL ALEJANDRO,ROMUALDO,NOCEDA,H,19,9
1959,MANUEL ARMANDO,SILOS,VITERBO,H,21,2
1960,LUCINA GUADALUPE,TETATZIN,PORTUGUEZ,M,17,7
1961,ROCIO SELENE,TENDERO,ARA,M,20,6
1962,MARIA ERNESTINA,LARUMBE,GILDO,M,20,2
1963,MIRIAM ELIZABETH,MOTTE,ELVIA,M,21,1
1964,PEDRO ANTONIO,CARAMON,ASTELLO,H,21,3
1965,LAURA ROSA,VILLAVELAZQUEZ,MAGUEYAL,M,20,2
1966,SELSO,TIZNADO,,H,22,8
1967,GLORIA SOLEDAD,TAVARES,CRUZALEY,M,20,8
1968,PAOLA IVETTE,SANTIBAEZ,DE ROBLES,M,20,9
1969,ADRIANA ESTHER,ROSSAINZ,BACELIS,M,20,7
1970,ALFONSO ROBERTO,COH,,H,21,3
1971,MARIA DE ATOCHA,MOGICA,SAYAGO,M,19,1
1972,SAUL ARTURO,AYUB,LARREA,H,17,9
1973,PERLA MARISOL,MORAS,MAULEON,M,21,6
1974,JUANA ISELA,UGARTE,,M,17,4
1975,ROSA AMPARO,YEH,JORDAN,M,21,9
1976,ANTONIA,PIZANO,,M,22,10
1977,JESUS LEONEL,NAZARIO,ESCUEN,H,24,3
1978,CECILIA IVONNE,CARBENTE,FERRA,M,21,8
1979,CRUZ ANTONIO,CANTORAL,ILDEFONSO,H,21,8
1980,BELGICA,TEOMITZI,SANTELIZ,M,19,5
1981,EMMA LORENA,ENRRIQUEZ,ALVITER,M,17,11
1982,MARIA ANGELA,BIBRIESCA,ARIPEZ,M,23,3
1983,LUIS FERNAND,GARCIDUEAS,LAUREL,H,20,8
1984,MARIA SABINA,ASCACIO,,M,23,9
1985,ANGEL GUSTAVO,NAHUATLATO,SIRIA,H,19,10
1986,DORA LUZ,UITZ,ANGOA,M,24,4
1987,MARIA AMELIA,BERISTAIN,MESA,M,18,10
1988,ELBERT,ANZALDUA,CEQUERA,H,20,7
1989,GABRIELA GEORGINA,GARVALENA,COLUMNA,M,19,8
1990,TARCICIO,RAVELO,,H,21,1
1991,LUCIA OTILIA,MADORA,,M,19,10
1992,BERSAIN,FEDERICO,RICARIO,H,23,11
1993,SONIA LETICIA,CRAULES,CAMBEROS,M,16,10
1994,FACUNDA,URQUIDEZ,UTRERA,M,22,7
1995,FERNANDO DE JESUS,ANICETO,,H,22,4
1996,NORMANDO,TEC,ESQUIVEL,H,21,7
1997,BLANCA DELIA,MAGALLAN,BURROLA,M,23,5
1998,GLORIA ELVIRA,US,SALAIS,M,20,7
1999,LUIS TOMAS,TERRAZA,,H,19,7
2000,MARTHA CATALINA,QUEJ,DELVAL,M,20,7
2001,ELSA JUDITH,ULBARAN,,M,18,10
2002,LILIA ELIZABETH,MARIAS,PERFECTO,M,21,2
2003,GUMERCINDO,TECOLAPA,VIZCAINO,H,25,3
2004,EUSTOQUIA,TURRIZA,THOMPSON,M,21,3
2005,HILDA CAROLINA,GILDO,CELESTIN,M,18,7
2006,VICTOR RUBEN,MARTNEZ,,H,20,8
2007,HUGO JOSE,MANCINAS,,H,19,10
2008,DAVID ELIAS,PECINA,,H,20,5
2009,ILEANA MARIA,RAIGOZA,,M,23,9
2010,KAREN PAOLA,FAVILA,ZUIGA,M,22,5
2011,CELIA LORENA,MALVAEZ,VIDRIOS,M,20,2
2012,CARLOS ISRAEL,ORTIZ,ARIAS,H,20,9
2013,SILVINO,TEUTLA,VILLAFRANCA,H,18,6
2014,JOSE GUADALU,GULUARTE,,H,20,8
2015,VICTORIA MARGARITA,VZQUEZ,ALMODOVAR,M,21,11
2016,ALEJANDRA MARIA,URESTI,GILL,M,19,6
2017,PAOLA YAZMIN,SANUDO,,M,20,2
2018,VICTOR ADRIAN,CIGARRERO,HINOJOZA,H,13,8
2019,FRANCISCO J,FAUDOA,RUACHO,H,22,8
2020,CESAR JOSE,TRASVIA,MENES,H,23,11
2021,J GABRIEL,GERTRUDIS,AMAYO,H,19,11
2022,LUZ ARELI,ORDOEZ,TAX,M,19,7
2023,LUIS JAVIER,XOCHIHUA,CHOREO,H,20,3
2024,RICARDO ANDRES,CONTLA,CUBA,H,16,1
2025,MIGUEL JESUS,UH,PRESTEGUIN,H,22,2
2026,JUAN CRISOSTOMO,VELA,UREO,H,22,3
2027,RICARDO ANDRES,VIGUERIA,AGUAZUL,H,18,9
2028,MARIEN,DE LA CRUZ,VIDALES,M,22,5
2029,MARIA EDELMIRA,ALAMILLA,MAHE,M,23,9
2030,ANGEL JOSE,LAZGARE,TEXCALPA,H,22,6
2031,ADRIAN RICARDO,BUENDIA,VILLASALDO,H,21,6
2032,GRINDELIA,CONSTANTE,SALVA,M,19,1
2033,MARIA BEATR,NOVIA,,M,18,1
2034,MARIO IGNACIO,MONFIL,COZAR,H,19,1
2035,BERTHA CECILIA,VENTURA,INDILI,M,19,10
2036,GERARDO IVAN,POBLETE,SILVAS,H,20,10
2037,IRAZEMA,ENRRIQUEZ,,M,20,8
2038,GRISEL,ANLEHU,BERMUDEZ,M,21,3
2039,SERGIO RICARDO,FLIX,ENGUILO,H,15,1
2040,ELI,URIOSTEGUI,QUETZ,H,19,7
2041,MIRNA CAROLINA,VERDEL,XAHUENTITLA,M,23,10
2042,JONATHAN ALEJANDRO,ORENDAY,SANJURJO,H,17,11
2043,JOSE WILBERT,PAAT,IRENE,H,17,5
2044,JUANA MIREYA,DE GAONA,ADRIANO,M,18,10
2045,LEONCIO,CUIN,ROANO,H,20,7
2046,JORGE EDUARDO,MOSS,CLAUDIO,H,19,10
2047,ROSA ELBA,JUNCO,Y MARTINEZ,M,19,3
2048,GABRIELA SUSANA,VELETA,,M,20,1
2049,JUAN ESTEBAN,BECERRA,SOLANO,H,20,7
2050,DONATA,AVELLANEDA,TEROVA,M,22,2
2051,LUIS ALONZO,MONTERO,BALTIERREZ,H,21,2
2052,CARLOS ROLANDO,VAQUERIZO,LLERA,H,20,10
2053,ARNALDO,IVAL,SAUCEDA,H,20,8
2054,MA. NIEVES,SHILON,CALVA,M,18,7
2055,ERICK FERNANDO,TECALCO,YAMA,H,23,11
2056,ALMA MARIBEL,ZIB,CRISPIN,M,17,3
2057,JOAQUIN DE JESUS,LEOBARDO,,H,21,4
2058,LEONILA,ARCHI,,M,20,1
2059,EVODIO,IBARIAS,LUGAY,H,18,1
2060,SUSANA JANETH,XOTLA,DE NIZ,M,20,6
2061,ERICK ANTONIO,TOSCA,,H,21,1
2062,ARNALDO,YEZ,,H,19,9
2063,MAYRELI,FERRERA,TEOBA,M,21,11
2064,PEDRO FRANCISCO,CAMPOY,AVELIZAPA,H,19,4
2065,JOSE ERNESTO,BONILLA,REGLA,H,22,5
2066,JOSE ANDRES,RAVIELA,ACUA,H,21,5
2067,ERIC JESUS,PIEDRAS,MUZQUIZ,H,21,10
2068,NORMA GISELA,IBAEZ,,M,20,6
2069,ASARIEL,ARELIO,ERDOSAY,H,22,7
2070,JOSE TEOFILO,LAVENANT,JALOMO,H,17,7
2071,ALMA DELFINA,NURIULU,,M,22,2
2072,CARLOS GUADALUPE,MONTERREY,,H,21,6
2073,RAFAEL EDUARDO,AVECILLAS,,H,16,8
2074,J JORGE,CALIX,TEPOXTECO,H,23,3
2075,ANGELICA YAZMIN,MURATALLA,TEROS,M,22,3
2076,JAIME CESAR,HOMA,FABELA,H,22,4
2077,NORMA ERIKA,VAZQUES,BAALES,M,18,10
2078,ROSA IMELDA,MARINA,SELVAN,M,23,8
2079,KARINA ANGELICA,MAZUM,IRETA,M,20,10
2080,MAYRA IVETH,BARRETERO,SILIAS,M,18,10
2081,EDWARD,TORREALBA,ARZATE,H,20,7
2082,ESPERANZ,TEYER,,M,20,4
2083,ARCELIO,VALERA,AZPEITIA,H,20,2
2084,J. CARLOS,OLAZARAN,,H,21,10
2085,CARLOS ALBE,COBO,MACES,H,19,10
2086,LAURA ITZEL,CRISANTO,,M,19,11
2087,VIDAL,ALBAEZ,LOMAS,H,18,9
2088,SANTIAGO JESUS,OROPEZA,PICASSO,H,23,5
2089,JOSE CECILIO,BALAM,ORDOEZ,H,22,7
2090,IRMA ELIA,SUASTE,MOTA,M,19,3
2091,EDGAR ALFREDO,BARQUERA,QUINTEROS,H,19,1
2092,OSMAN,CAMPECHANO,SALLAS,H,19,8
2093,ELOY,LOZANO,MORANDO,M,19,11
2094,HIRMA,AMPARAN,CONSUELO,M,22,1
2095,HECTOR ARTURO,URSUA,CUATECONTZI,H,21,11
2096,IRENE,YERENA,RUEDAS,M,20,5
2097,LILIA JOSEFINA,ARISTEO,,M,20,1
2098,PEDRO ANDRES,COH,DEAQUINO,H,20,7
2099,YESIKA,CUALI,VARELA,M,20,3
2100,MANLIO,MATURANO,,H,22,6
2101,ALMA BEATRIZ,LARREA,CARLIN,M,20,8
2102,ROSALIA DEL CARMEN,SOLARES,BATISTA,M,18,10
2103,J ANDRES,ORDUA,NACHEZ,H,24,10
2104,IRMA GRACIELA,VALDEPEA,,M,17,11
2105,ARASELI,BAJONERO,,M,20,4
2106,JUAN DANIEL,RUANO,,H,20,9
2107,SINFORIANO,ORENDAIN,LETICIA,H,19,9
2108,ALMA GLORIA,GREZ,CASAS,M,24,1
2109,MA EMMA,EDUARDO,VILLASANA,M,19,2
2110,EURIPIDES,TEPOZTECO,ZACATE,H,22,3
2111,ELSA CAROLINA,DOMINGO,ILLESCAS,M,18,8
2112,SANDRA GUADALUPE,VERJEL,PADILLA,M,18,8
2113,RAUL FERNANDO,CUECUECHA,,H,19,2
2114,SEFERINA,ATANACIO,TREVIO,M,21,6
2115,CHRISTIAN,ANTONINO,MAURO,H,18,9
2116,EUNICE ELIZABETH,GRIMALDO,,M,23,5
2117,HERIBERTO,ARMAS,TALIN,H,20,6
2118,IVAN ALONSO,NATIVITAS,GUSMAN,H,18,9
2119,TEREZA,AZNAR,TRIAY,M,20,8
2120,JUAN HORACIO,CAMARA,,H,22,3
2121,ALMA IDALIA,SONI,JAUREGUI,M,19,7
2122,TABITA,YAHUITL,CALIHUA,M,22,1
2123,HILDA CRISTINA,TONCHE,MATADAMAS,M,22,8
2124,ELIUT,BEDOLLA,MANCILLAS,H,21,3
2125,GLORIA LAURA,GALINA,FLORIAN,M,22,1
2126,NORA GISELA,PASTELIN,GREY,M,18,9
2127,MOISES,MANCIO,OSALDE,H,22,5
2128,ADA SARAI,MASSE,,M,21,7
2129,ARACELI ALEJANDRA,LAMAS,TESILLO,M,18,8
2130,MARIA DE LOS ANGELESMARIA DE LOS ANGELES,ELICERIO,NEVARES,M,20,1
2131,BENANCIO,XOSPA,ALMONTE,H,23,3
2132,ALMA VIRGINIA,MAZON,ARISPE,M,18,9
2133,CARLOS JULIAN,DE OLMOS,PEDRAL,H,21,9
2134,JOSE AMADOR,ANDA,SALDAA,H,20,10
2135,DAVID ANDRES,NAKATURO,TICANTE,H,18,2
2136,ALONSO,LAYNA,TLECUILE,H,21,9
2137,JOSE FRANCIS,CARRERAS,ERNULT,H,23,8
2138,CESAR ALONSO,CAT,ACAL,H,18,3
2139,FIDEL ALBERTO,GRAJALEZ,TEPOZTECO,H,20,8
2140,MARIA CLARA,CASTANON,DAZA,M,20,9
2141,SERGIO SAMUEL,LINAN,,H,17,8
2142,J.JESUS,MANSILLA,,H,19,5
2143,ILIANA ELIZABETH,CARRILLO,BONFIL,M,21,3
2144,ANA BERTH,BURGUEO,,M,18,2
2145,INES PATRICIA,MORGAN,ALQUICIRA,M,18,8
2146,CLAUDIA VIRGINIA,GAMIZ,LLAGUNO,M,17,8
2147,REYNER,VELDUCEA,MORATO,H,18,1
2148,PANUNCIO,STEPHENS,QUINONEZ,H,22,6
2149,OMAR EDEL,BULE,PESCINA,H,19,9
2150,ELVIA EDITH,CARDOS,CAMERA,M,20,1
2151,CESAR RODOLFO,GIL,AGONIZANTE,H,19,7
2152,JAIR,CASTAO,NARVAES,H,18,9
2153,LUIS RENE,APANECATL,TEYSSIER,H,19,6
2154,MARIA EUFEMIA,ANTELO,REYNOZA,M,19,8
2155,CAROLINA,AVELIZAPA,CIBRIAN,M,19,6
2156,AXEL,MANCISIDOR,OBREGON,H,22,2
2157,IVAN EDUARDO,LAURIANO,,H,18,3
2158,SIGFRIDO,CUATEPOTZO,,H,18,11
2159,JACQUELINNE,JIMENO,CIMENTAL,M,21,1
2160,JOSE FELIPE,BALLI,OLIVETTO,H,23,2
2161,BRISA,TEPETITLA,MOHEDANO,M,18,8
2162,MA. EMILIA,VELARDE,YAEZ,M,18,1
2163,BAUDELIO,CRISTERNA,,H,22,5
2164,JUAN RAMIRO,TRONCOSO,TRUCIOS,H,17,6
2165,JOSE FELICIANO,SCHROEDER,SALINAS,H,21,10
2166,ABUNDIO,VELASQUEZ,ZACARIAS,H,19,3
2167,OSCAR FRANCISCO,GANTES,HIRALES,H,22,11
2168,MONICA ILIANA,CARPINTEYRO,,M,22,7
2169,MARIA ELIDE,YAEZ,OTERO,M,17,6
2170,ALVINO,SILVAN,DE GABRIEL,H,19,4
2171,JORGE,LOAIZA,OLIVAN,M,19,6
2172,MA ANGELINA,BARROS,GONSALEZ,M,21,7
2173,SADOT,CAHERO,QUIME,H,19,2
2174,GLADYS LILIANA,MATEOS,SONI,M,21,5
2175,LUZ DEL ROSARIO,XX,,M,21,2
2176,ONEY,JOVEL,NARRO,H,20,4
2177,PABLO GERARDO,JUVERA,CARREO,H,21,11
2178,ODILIO,MAGANA,,H,18,2
2179,LETICIA ADRIANA,CARVAJAL,,M,20,10
2180,VICTOR NOE,MORAN,CHAVES,H,20,2
2181,GABRIEL ARTURO,VALENZO,,H,18,6
2182,LUIS MOISES,ARGUIJO,ACEBO,H,23,11
2183,BERNABE,MACUIXTLE,,M,19,10
2184,CIRO,ARZABALA,DEL PRADO,H,20,1
2185,MARIO JESUS,ARAU,JACQUEZ,H,19,5
2186,JORGE IVAN,TAMARIT,PISTE,H,18,7
2187,JUAN HUGO,PINETE,,H,18,1
2188,DIANA AURORA,FRUTERO,,M,19,6
2189,SERGIO OMAR,LUCIANO,,H,22,4
2190,CARLOS TOMAS,RAYON,YADO,H,22,11
2191,LUIS SAUL,ERRASQUIN,,H,20,5
2192,MONICA LIZETH,HORTELANO,,M,18,4
2193,AYAX,TAVIZON,CASAS,H,17,4
2194,SUSANO,MALAQUIAS,BUSTILLO,H,22,2
2195,MERCEDES DEL CARMEN,MEMBRILA,MEDERO,M,18,2
2196,MONICA ISABEL,ANTUNES,SULU,M,20,2
2197,BRENDA ILEANA,CANUL,ARAMBULA,M,19,5
2198,EVER,DITTRICH,BAEZ,H,20,1
2199,NORMA GISELA,VEYTIA,BASORIA,M,17,7
2200,EDGAR GUSTAVO,ESCOPINICHI,NORZAGARAY,H,18,8
2201,LIZBETH NOEMI,ALDAS,GUERRERO,M,19,6
2202,EVA MARTHA,CEDANO,ULLOA,M,23,2
2203,TORIBIA,WARIO,ZAMORES,M,16,9
2204,MAYRA GRISELDA,BERTRUY,ABUNDES,M,19,2
2205,FELIX MANUEL,ORTUNO,ORDA,H,23,5
2206,SELENE ESMERALDA,DE LA VEGA,ALMERAYA,M,22,2
2207,GUSTAVO EDUARDO,PERULERO,,H,18,10
2208,CRISTINO,MARIANO,ZALDIVAR,H,24,3
2209,MARIA ELENA DE LA CRUZ,RUEDA,DURAND,M,18,2
2210,NORMA LINDA,ARRATIA,MANCILLA,M,19,6
2211,ROSA MARIA DEL CARMEN,LOBATON,COUTIO,M,18,1
2212,ROSALILIA,REYNOZO,PALOMO,M,22,8
2213,HUGO ROGELIO,CANACASCO,FELIX,H,22,5
2214,JORGE ERIK,VILLASIS,LUJANO,H,21,8
2215,DULCE BEATRIZ,OSEGUEDA,CRISTINO,M,19,6
2216,FERNANDO ROBERTO,BADACHI,ESPERICUETA,H,19,7
2217,HECTOR MANUEL,CORONADO,ZAGOYA,H,22,8
2218,ERICK JAVIER,PARGAS,PINAL,H,20,11
2219,NELLY EDITH,CHULIN,BARAY,M,21,2
2220,ARTURO IVAN,HIDALGO,MICHI,H,21,6
2221,VERONICA LOURDES,LEOCADIO,GERMES,M,17,6
2222,MANUEL DAVID,ISAAC,,H,21,1
2223,MARIA IRMA,QUINTANILLA,GRANADA,M,22,1
2224,SARA,CUATECATL,JULIAN,M,18,6
2225,JULIAN,URQUIDEZ,TORRECILLA,H,22,6
2226,JOSE FILIBERTO,COMO,OBLEA,H,21,9
2227,CELIN,TORALVA,LAVARIEGA,H,23,9
2228,DOLORES DEL SOCORRO,MOMBELA,,M,22,11
2229,JORGE JESUS,TURRUBIARTES,,H,21,3
2230,ASTRID,ALAYOLA,GREY,M,18,10
2231,FABIOLA KARINA,CRISTIANI,,M,23,6
2232,JAQUELINE DEL CARMEN,YUCA,TEMBLADOR,M,19,3
2233,REBECA GUADALUPE,BARJAU,,M,20,9
2234,JESUS RAUL,JUSACAMEA,,H,21,4
2235,ADAIR,XOLALTENCO,NARIO,H,19,3
2236,LUIS GREGORIO,VALENTE,CORREO,H,21,9
2237,JUAN JOS,VLEESCHOWER,BENGOA,H,23,4
2238,LIDIA YOLANDA,ESCAREO,ANTONIA,M,21,8
2239,OLIVER,CAMAL,EULLOQUI,H,24,11
2240,CATALINO,CEREZO,MARTO,H,22,10
2241,NANCY MIREYA,JAYME,MARIAS,M,19,8
2242,ANDRES JESUS,MAYNEZ,,H,22,5
2243,PEDRO CELESTINO,DICHI,SILVANO,H,17,3
2244,CELERINO,COBO,PADRENAN,H,21,8
2245,SERGIO GABRIEL,VLEESCHOWER,HONORATO,H,20,8
2246,YOLANDA,LEINES,,M,21,5
2247,OMAR DANIEL,ZAPATERO,RICAO,H,15,6
2248,RICARDO NOE,SOTO,,H,20,7
2249,WILDER,AGRAMON,LANDAVERDE,H,19,9
2250,ROBERTO OMAR,NUEZ,,H,22,8
2251,JOSE ATILA,MESTIZA,CAADA,H,16,11
2252,MAYRA VERONICA,SARIANA,AGUILUZ,M,21,4
2253,INES MARGARITA,CASTAEDA,ARENA,M,15,11
2254,ANGEL ALBERTO,SANTILLANA,TEPEXPA,H,17,7
2255,ROSA ELVIA,MARIANITO,PINETE,M,18,8
2256,LIDIA SUSANA,MARAON,YAN,M,19,10
2257,SERGIO ALBERTO,PREN,MAYORAL,H,22,7
2258,JUANA OFELIA,DEMA,CALDIO,M,21,7
2259,DARIELA,DE NOVA,REINA,M,19,6
2260,DOMITILO,ENCALADA,VIEZCA,H,20,5
2261,RITA CECILIA,CASTILLON,REGUEIRA,M,20,9
2262,ROGERS,ALFONZO,BRICEO,H,19,2
2263,HERNAN FRANCISCO,SANTA,CAVERO,H,21,6
2264,ALDO FERNANDO,CANDANEDO,SOLABAC,H,17,7
2265,ALMA FRANCISCA,NARANJOS,DANIEL,M,21,11
2266,MARCOS JESUS,MAYORAL,QUISTIANO,H,22,2
2267,WENDY MARGARITA,TROLLE,ARA,M,21,10
2268,FERMIN,GODOY,HUARACHA,H,20,2
2269,VALERIO,AVIA,,H,20,2
2270,ANTENOR,IXMATLAHUA,GONZALEZ,H,22,6
2271,JOSE MANUEL,MUMULMEA,,H,20,6
2272,MARIA APOLONIA,VILLAFANA,CAADA,M,21,1
2273,LUIS IVAN,URIETA,NEAVE,H,17,8
2274,KARLA SUGEY,VILLAMAYOR,CARPOFORO,M,20,4
2275,ODILA,ALBARRAN,AGUILLON,M,19,2
2276,JOSE ANT,LERMA,,H,18,7
2277,JOSE CIPRIANO,MORTEO,BLANCARTE,H,18,4
2278,MARTIN ARIEL,PENSADO,,H,21,11
2279,ROGER IVAN,QUIJADA,OLOARTE,H,21,6
